protocol,hostname,topLevelDomain,primaryDomain,path,query,noOfQuery,ipaddress,hostnameLength,topLevelDomainLength,primaryDomainLength,pathLength,containsIp,no_of_dots,length_of_url,domainToken,pathToken,token_count,avg_token_length,path_token_count,avg_path_token,domain_token_count,largest_domain,avg_domain_token,malicious
http,banner.titancasino.com,com,titancasino.com,,,0,185.6.177.11,22,3,15,0,0,2,29,"banner,titancasino,com",,3,6.666666666666667,0,0,3,11,6.666666666666667,0
http,barbellanewgeneration.com,com,barbellanewgeneration.com,,,0,148.251.80.43,25,3,25,0,0,1,32,"barbellanewgeneration,com",,2,12.0,0,0,2,21,12.0,0
http,baseballplayerscards.com,com,baseballplayerscards.com,,,0,192.254.235.220,24,3,24,0,0,1,31,"baseballplayerscards,com",,2,11.5,0,0,2,20,11.5,0
http,batsonmedia.com,com,batsonmedia.com,,,0,23.20.239.12,15,3,15,0,0,1,22,"batsonmedia,com",,2,7.0,0,0,2,11,7.0,0
http,bb-aplicativo-tk.umbler.net,net,umbler.net,,,0,23.20.239.12,27,3,10,0,0,2,34,"bb-aplicativo-tk,umbler,net",,3,8.333333333333334,0,0,3,16,8.333333333333334,0
http,bbserver.real.com,com,real.com,,,0,207.188.30.63,17,3,8,0,0,2,24,"bbserver,real,com",,3,5.0,0,0,3,8,5.0,0
http,bbserver.real.com,com,real.com,,,0,bd7758521.gz01.bdysite.com,17,3,8,0,1,3,33,"bbserver,real,com",,0,0,0,0,0,0,0,0
http,bdykljinjt.pw,pw,bdykljinjt.pw,,,0,195.22.26.248,13,2,13,0,0,1,20,"bdykljinjt,pw",,2,6.0,0,0,2,10,6.0,0
http,beauty-jasmine.ru,ru,beauty-jasmine.ru,,,0,195.208.1.121,17,2,17,0,0,1,24,"beauty-jasmine,ru",,2,8.0,0,0,2,14,8.0,0
http,beedeeda.life,life,beedeeda.life,,,0,195.208.1.121,13,4,13,0,0,1,20,"beedeeda,life",,2,6.0,0,0,2,8,6.0,0
http,belarus-study.com,com,belarus-study.com,,,0,51.75.50.29,17,3,17,0,0,1,24,"belarus-study,com",,2,8.0,0,0,2,13,8.0,0
http,bemadden.stream,stream,bemadden.stream,,,0,159.65.45.150,15,6,15,0,0,1,22,"bemadden,stream",,2,7.0,0,0,2,8,7.0,0
http,benthons.stream,stream,benthons.stream,,,0,159.65.45.150,15,6,15,0,0,1,22,"benthons,stream",,2,7.0,0,0,2,8,7.0,0
http,bertedu.com,com,bertedu.com,,,0,66.212.30.247,11,3,11,0,0,1,18,"bertedu,com",,2,5.0,0,0,2,7,5.0,0
http,bestcoolingtowels.reviews,reviews,bestcoolingtowels.reviews,,,0,66.212.30.247,25,7,25,0,0,1,32,"bestcoolingtowels,reviews",,2,12.0,0,0,2,17,12.0,0
http,bestsexmpegs.com,com,bestsexmpegs.com,,,0,104.28.11.154,16,3,16,0,0,1,23,"bestsexmpegs,com",,2,7.5,0,0,2,12,7.5,0
http,beterconsortium.nl,nl,beterconsortium.nl,,,0,185.53.177.20,18,2,18,0,0,1,25,"beterconsortium,nl",,2,8.5,0,0,2,15,8.5,0
http,beuc-eu.com,com,beuc-eu.com,,,0,185.53.177.20,11,3,11,0,0,1,18,"beuc-eu,com",,2,5.0,0,0,2,7,5.0,0
http,bfs-dc.com,com,bfs-dc.com,,,0,64.91.243.20,10,3,10,0,0,1,17,"bfs-dc,com",,2,4.5,0,0,2,6,4.5,0
http,bhbhjjbhjabsa.cf,cf,bhbhjjbhjabsa.cf,,,0,195.20.50.145,16,2,16,0,0,1,23,"bhbhjjbhjabsa,cf",,2,7.5,0,0,2,13,7.5,0
http,bibcock.stream,stream,bibcock.stream,,,0,198.54.117.244,14,6,14,0,0,1,21,"bibcock,stream",,2,6.5,0,0,2,7,6.5,0
http,bigbase.ru,ru,bigbase.ru,,,0,198.54.117.244,10,2,10,0,0,1,17,"bigbase,ru",,2,4.5,0,0,2,7,4.5,0
http,bigtech24.de,de,bigtech24.de,,,0,193.141.3.71,12,2,12,0,0,1,19,"bigtech24,de",,2,5.5,0,0,2,9,5.5,0
http,bill.thrivemd.com,com,thrivemd.com,,,0,95.181.178.221,17,3,12,0,0,2,24,"bill,thrivemd,com",,3,5.0,0,0,3,8,5.0,0
http,binhthuanlove.tk,tk,binhthuanlove.tk,,,0,195.20.41.40,16,2,16,0,0,1,23,"binhthuanlove,tk",,2,7.5,0,0,2,13,7.5,0
http,bipzilla.cl,cl,bipzilla.cl,,,0,192.185.5.50,11,2,11,0,0,1,18,"bipzilla,cl",,2,5.0,0,0,2,8,5.0,0
http,bitcoin.auto,auto,bitcoin.auto,,,0,192.185.5.50,12,4,12,0,0,1,19,"bitcoin,auto",,2,5.5,0,0,2,7,5.5,0
http,bizarre-sex-pics.net,net,bizarre-sex-pics.net,,,0,209.99.64.55,20,3,20,0,0,1,27,"bizarre-sex-pics,net",,2,9.5,0,0,2,16,9.5,0
http,bjtipqwu26.neliver.com,com,neliver.com,,,0,209.99.64.55,22,3,11,0,0,2,29,"bjtipqwu26,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,blackescortadventures.com,com,blackescortadventures.com,,,0,209.99.64.55,25,3,25,0,0,1,32,"blackescortadventures,com",,2,12.0,0,0,2,21,12.0,0
http,blastech.cc,cc,blastech.cc,,,0,197.242.92.146,11,2,11,0,0,1,18,"blastech,cc",,2,5.0,0,0,2,8,5.0,0
http,blircration.tk,tk,blircration.tk,,,0,213.226.124.253,14,2,14,0,0,1,21,"blircration,tk",,2,6.5,0,0,2,11,6.5,0
http,blog.intellectualgiants.com,com,intellectualgiants.com,,,0,213.226.124.253,27,3,22,0,0,2,34,"blog,intellectualgiants,com",,3,8.333333333333334,0,0,3,18,8.333333333333334,0
http,blogs.arconstech.com,com,arconstech.com,,,0,107.180.46.202,20,3,14,0,0,2,27,"blogs,arconstech,com",,3,6.0,0,0,3,10,6.0,0
http,bluehawksedu.com,com,bluehawksedu.com,,,0,13.232.170.208,16,3,16,0,0,1,23,"bluehawksedu,com",,2,7.5,0,0,2,12,7.5,0
http,bmkoch.com,com,bmkoch.com,,,0,193.12.211.180,10,3,10,0,0,1,17,"bmkoch,com",,2,4.5,0,0,2,6,4.5,0
http,bnxrqadxbom.us,us,bnxrqadxbom.us,,,0,195.22.26.248,14,2,14,0,0,1,21,"bnxrqadxbom,us",,2,6.5,0,0,2,11,6.5,0
http,body90.com,com,body90.com,,,0,143.95.77.235,10,3,10,0,0,1,17,"body90,com",,2,4.5,0,0,2,6,4.5,0
http,bombermusic.com,com,bombermusic.com,,,0,146.66.66.13,15,3,15,0,0,1,22,"bombermusic,com",,2,7.0,0,0,2,11,7.0,0
http,books-world.de,de,books-world.de,,,0,81.169.145.93,14,2,14,0,0,1,21,"books-world,de",,2,6.5,0,0,2,11,6.5,0
http,borich.ru,ru,borich.ru,,,0,89.111.178.104,9,2,9,0,0,1,16,"borich,ru",,2,4.0,0,0,2,6,4.0,0
http,botmasterlabs.net,net,botmasterlabs.net,,,0,82.199.101.248,17,3,17,0,0,1,24,"botmasterlabs,net",,2,8.0,0,0,2,13,8.0,0
http,boyade.ml,ml,boyade.ml,,,0,195.20.48.165,9,2,9,0,0,1,16,"boyade,ml",,2,4.0,0,0,2,6,4.0,0
http,bqntmcbsoi.neliver.com,com,neliver.com,,,0,195.20.48.165,22,3,11,0,0,2,29,"bqntmcbsoi,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,brandschutznet.de,de,brandschutznet.de,,,0,193.141.3.65,17,2,17,0,0,1,24,"brandschutznet,de",,2,8.0,0,0,2,14,8.0,0
http,breathed.stream,stream,breathed.stream,,,0,167.99.238.58,15,6,15,0,0,1,22,"breathed,stream",,2,7.0,0,0,2,8,7.0,0
http,bridgefischer.com,com,bridgefischer.com,,,0,167.99.238.58,17,3,17,0,0,1,24,"bridgefischer,com",,2,8.0,0,0,2,13,8.0,0
http,brjwfl.loan,loan,brjwfl.loan,,,0,47.91.170.222,11,4,11,0,0,1,18,"brjwfl,loan",,2,5.0,0,0,2,6,5.0,0
http,bromhidroses.us,us,bromhidroses.us,,,0,178.128.132.138,15,2,15,0,0,1,22,"bromhidroses,us",,2,7.0,0,0,2,12,7.0,0
http,brpwqd.loan,loan,brpwqd.loan,,,0,47.91.170.222,11,4,11,0,0,1,18,"brpwqd,loan",,2,5.0,0,0,2,6,5.0,0
http,bryanwester.com,com,bryanwester.com,,,0,197.221.17.218,15,3,15,0,0,1,22,"bryanwester,com",,2,7.0,0,0,2,11,7.0,0
http,bryanwester.com,com,bryanwester.com,,,0,bt0149.space,15,3,15,0,1,1,19,"bryanwester,com",,0,0,0,0,0,0,0,0
http,bryanwester.com,com,bryanwester.com,,,0,bt3042.space,15,3,15,0,1,1,19,"bryanwester,com",,0,0,0,0,0,0,0,0
http,bucketlistrecipes.com,com,bucketlistrecipes.com,,,0,204.11.56.48,21,3,21,0,0,1,28,"bucketlistrecipes,com",,2,10.0,0,0,2,17,10.0,0
http,buildingdemand.net,net,buildingdemand.net,,,0,173.236.180.174,18,3,18,0,0,1,25,"buildingdemand,net",,2,8.5,0,0,2,14,8.5,0
http,bun.warspade.bid,bid,warspade.bid,,,0,52.222.136.244,16,3,12,0,0,2,23,"bun,warspade,bid",,3,4.666666666666667,0,0,3,8,4.666666666666667,0
http,bursacicekmagazasi.com,com,bursacicekmagazasi.com,,,0,188.124.24.242,22,3,22,0,0,1,29,"bursacicekmagazasi,com",,2,10.5,0,0,2,18,10.5,0
http,butterflydreamshop.com,com,butterflydreamshop.com,,,0,23.227.38.32,22,3,22,0,0,1,29,"butterflydreamshop,com",,2,10.5,0,0,2,18,10.5,0
http,bvasetro.com,com,bvasetro.com,,,0,192.64.116.120,12,3,12,0,0,1,19,"bvasetro,com",,2,5.5,0,0,2,8,5.5,0
http,bvasetro.com,com,bvasetro.com,,,0,bx0237.stream,12,3,12,0,1,1,20,"bvasetro,com",,0,0,0,0,0,0,0,0
http,by-cosmetics.dent-spa.ru,ru,dent-spa.ru,,,0,81.177.140.152,24,2,11,0,0,2,31,"by-cosmetics,dent-spa,ru",,3,7.333333333333333,0,0,3,12,7.333333333333333,0
http,bysound.com.tr,com.tr,bysound.com.tr,,,0,162.215.249.53,14,6,14,0,0,2,21,"bysound,com,tr",,3,4.0,0,0,3,7,4.0,0
http,c-mex.de,de,c-mex.de,,,0,91.195.240.126,8,2,8,0,0,1,15,"c-mex,de",,2,3.5,0,0,2,5,3.5,0
http,c-mex.de,de,c-mex.de,,,0,c3ye9m3upv.neliver.com,8,2,8,0,1,2,29,"c-mex,de",,0,0,0,0,0,0,0,0
http,caballerobustamante.com.pe,com.pe,caballerobustamante.com.pe,,,0,163.231.4.70,26,6,26,0,0,2,33,"caballerobustamante,com,pe",,3,8.0,0,0,3,19,8.0,0
http,cafecalluna.nl,nl,cafecalluna.nl,,,0,193.239.187.108,14,2,14,0,0,1,21,"cafecalluna,nl",,2,6.5,0,0,2,11,6.5,0
http,california-lowvision.com,com,california-lowvision.com,,,0,108.167.133.16,24,3,24,0,0,1,31,"california-lowvision,com",,2,11.5,0,0,2,20,11.5,0
http,cam-tech.ir,ir,cam-tech.ir,,,0,92.222.130.159,11,2,11,0,0,1,18,"cam-tech,ir",,2,5.0,0,0,2,8,5.0,0
http,campus-web.com,com,campus-web.com,,,0,92.222.130.159,14,3,14,0,0,1,21,"campus-web,com",,2,6.5,0,0,2,10,6.5,0
http,canhogiaresaigon.net,net,canhogiaresaigon.net,,,0,202.92.6.10,20,3,20,0,0,1,27,"canhogiaresaigon,net",,2,9.5,0,0,2,16,9.5,0
http,captainblowdri.com,com,captainblowdri.com,,,0,146.66.113.187,18,3,18,0,0,1,25,"captainblowdri,com",,2,8.5,0,0,2,14,8.5,0
http,carforcashhamilton.com,com,carforcashhamilton.com,,,0,143.95.40.206,22,3,22,0,0,1,29,"carforcashhamilton,com",,2,10.5,0,0,2,18,10.5,0
http,carpenteriemcm.com,com,carpenteriemcm.com,,,0,89.96.90.14,18,3,18,0,0,1,25,"carpenteriemcm,com",,2,8.5,0,0,2,14,8.5,0
http,casaguanguali.cl,cl,casaguanguali.cl,,,0,186.179.80.211,16,2,16,0,0,1,23,"casaguanguali,cl",,2,7.5,0,0,2,13,7.5,0
http,casino-topsite.com,com,casino-topsite.com,,,0,207.58.135.156,18,3,18,0,0,1,25,"casino-topsite,com",,2,8.5,0,0,2,14,8.5,0
http,cataract.ru,ru,cataract.ru,,,0,31.31.196.13,11,2,11,0,0,1,18,"cataract,ru",,2,5.0,0,0,2,8,5.0,0
http,cataract.ru,ru,cataract.ru,,,0,cb39666.tmweb.ru,11,2,11,0,1,2,23,"cataract,ru",,0,0,0,0,0,0,0,0
http,cataract.ru,ru,cataract.ru,,,0,ccc.5208.cc,11,2,11,0,1,2,18,"cataract,ru",,0,0,0,0,0,0,0,0
http,cataract.ru,ru,cataract.ru,,,0,cdc1daa035a14ce9ea62003e9c33d52c.org,11,2,11,0,1,1,43,"cataract,ru",,0,0,0,0,0,0,0,0
http,cdn.mngwefal.com,com,mngwefal.com,,,0,69.16.175.10,16,3,12,0,0,2,23,"cdn,mngwefal,com",,3,4.666666666666667,0,0,3,8,4.666666666666667,0
http,cdrbbebvmrmvgig.com,com,cdrbbebvmrmvgig.com,,,0,217.20.116.139,19,3,19,0,0,1,26,"cdrbbebvmrmvgig,com",,2,9.0,0,0,2,15,9.0,0
http,celebflix.us,us,celebflix.us,,,0,209.126.123.11,12,2,12,0,0,1,19,"celebflix,us",,2,5.5,0,0,2,9,5.5,0
http,centerforiranianmusic.org,org,centerforiranianmusic.org,,,0,70.32.68.163,25,3,25,0,0,1,32,"centerforiranianmusic,org",,2,12.0,0,0,2,21,12.0,0
http,ceramicwaterdispenser.net,net,ceramicwaterdispenser.net,,,0,173.201.146.1,25,3,25,0,0,1,32,"ceramicwaterdispenser,net",,2,12.0,0,0,2,21,12.0,0
http,cf-seeat.gq,gq,cf-seeat.gq,,,0,195.20.53.24,11,2,11,0,0,1,18,"cf-seeat,gq",,2,5.0,0,0,2,8,5.0,0
http,cfr.internetdocss.com,com,internetdocss.com,,,0,204.11.56.48,21,3,17,0,0,2,28,"cfr,internetdocss,com",,3,6.333333333333333,0,0,3,13,6.333333333333333,0
http,chacha.hpcl.titech.ac.jp,ac.jp,titech.ac.jp,,,0,131.112.32.131,24,5,12,0,0,4,31,"chacha,hpcl,titech,ac,jp",,5,4.0,0,0,5,6,4.0,0
http,changercompte.tk,tk,changercompte.tk,,,0,131.112.32.131,16,2,16,0,0,1,23,"changercompte,tk",,2,7.5,0,0,2,13,7.5,0
http,chascloud.com,com,chascloud.com,,,0,185.236.4.254,13,3,13,0,0,1,20,"chascloud,com",,2,6.0,0,0,2,9,6.0,0
http,cheater-world.ru,ru,cheater-world.ru,,,0,193.109.246.128,16,2,16,0,0,1,23,"cheater-world,ru",,2,7.5,0,0,2,13,7.5,0
http,checker00.gotdns.ch,gotdns.ch,checker00.gotdns.ch,,,0,212.114.52.173,19,9,19,0,0,2,26,"checker00,gotdns,ch",,3,5.666666666666667,0,0,3,9,5.666666666666667,0
http,checkupgrade24.broadsystemstoupdate.icu,icu,broadsystemstoupdate.icu,,,0,212.114.52.173,39,3,24,0,0,2,46,"checkupgrade24,broadsystemstoupdate,icu",,3,12.333333333333334,0,0,3,20,12.333333333333334,0
http,chemlntegrated.com,com,chemlntegrated.com,,,0,212.114.52.173,18,3,18,0,0,1,25,"chemlntegrated,com",,2,8.5,0,0,2,14,8.5,0
http,childhoodeducation.info,info,childhoodeducation.info,,,0,198.54.117.197,23,4,23,0,0,1,30,"childhoodeducation,info",,2,11.0,0,0,2,18,11.0,0
http,chinhdropfile80.myvnc.com,myvnc.com,chinhdropfile80.myvnc.com,,,0,103.92.25.95,25,9,25,0,0,2,32,"chinhdropfile80,myvnc,com",,3,7.666666666666667,0,0,3,15,7.666666666666667,0
http,choppbratz.com.br,com.br,choppbratz.com.br,,,0,104.27.146.77,17,6,17,0,0,2,24,"choppbratz,com,br",,3,5.0,0,0,3,10,5.0,0
http,chromecanyon.com,com,chromecanyon.com,,,0,199.19.157.13,16,3,16,0,0,1,23,"chromecanyon,com",,2,7.5,0,0,2,12,7.5,0
http,chromecanyon.com,com,chromecanyon.com,,,0,ci1k9urljc.neliver.com,16,3,16,0,1,2,29,"chromecanyon,com",,0,0,0,0,0,0,0,0
http,cimislia.net,net,cimislia.net,,,0,91.215.152.147,12,3,12,0,0,1,19,"cimislia,net",,2,5.5,0,0,2,8,5.5,0
http,citiad.ru,ru,citiad.ru,,,0,81.177.6.8,9,2,9,0,0,1,16,"citiad,ru",,2,4.0,0,0,2,6,4.0,0
http,cjlrazh4ka.neliver.com,com,neliver.com,,,0,81.177.6.8,22,3,11,0,0,2,29,"cjlrazh4ka,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,clandv.com,com,clandv.com,,,0,64.90.49.228,10,3,10,0,0,1,17,"clandv,com",,2,4.5,0,0,2,6,4.5,0
http,cleanerpro.net,net,cleanerpro.net,,,0,104.25.237.8,14,3,14,0,0,1,21,"cleanerpro,net",,2,6.5,0,0,2,10,6.5,0
http,clickadequalizer.com,com,clickadequalizer.com,,,0,185.53.178.8,20,3,20,0,0,1,27,"clickadequalizer,com",,2,9.5,0,0,2,16,9.5,0
http,cliniqueopus.com,com,cliniqueopus.com,,,0,107.180.56.181,16,3,16,0,0,1,23,"cliniqueopus,com",,2,7.5,0,0,2,12,7.5,0
http,closions.info,info,closions.info,,,0,107.180.56.181,13,4,13,0,0,1,20,"closions,info",,2,6.0,0,0,2,8,6.0,0
http,clubdeautores.es,es,clubdeautores.es,,,0,176.31.253.102,16,2,16,0,0,1,23,"clubdeautores,es",,2,7.5,0,0,2,13,7.5,0
http,cmrshptj.win,win,cmrshptj.win,,,0,176.31.253.102,12,3,12,0,0,1,19,"cmrshptj,win",,2,5.5,0,0,2,8,5.5,0
http,cnllnclqlg.neliver.com,com,neliver.com,,,0,176.31.253.102,22,3,11,0,0,2,29,"cnllnclqlg,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,cobotec.ro,ro,cobotec.ro,,,0,89.33.246.235,10,2,10,0,0,1,17,"cobotec,ro",,2,4.5,0,0,2,7,4.5,0
http,code-1ffuy7.stream,stream,code-1ffuy7.stream,,,0,89.33.246.235,18,6,18,0,0,1,25,"code-1ffuy7,stream",,2,8.5,0,0,2,11,8.5,0
http,code-3bbbn4.stream,stream,code-3bbbn4.stream,,,0,89.33.246.235,18,6,18,0,0,1,25,"code-3bbbn4,stream",,2,8.5,0,0,2,11,8.5,0
http,code-3bbbn4.stream,stream,code-3bbbn4.stream,,,0,code-4t0bf2m1d8njeebnh.accountant,18,6,18,0,1,1,40,"code-3bbbn4,stream",,0,0,0,0,0,0,0,0
http,code-99px9.stream,stream,code-99px9.stream,,,0,code-4t0bf2m1d8njeebnh.accountant,17,6,17,0,0,1,24,"code-99px9,stream",,2,8.0,0,0,2,10,8.0,0
http,code-adr37.stream,stream,code-adr37.stream,,,0,198.211.116.250,17,6,17,0,0,1,24,"code-adr37,stream",,2,8.0,0,0,2,10,8.0,0
http,codecpack.fdatiroremyxo.com,com,fdatiroremyxo.com,,,0,198.211.116.250,27,3,17,0,0,2,34,"codecpack,fdatiroremyxo,com",,3,8.333333333333334,0,0,3,13,8.333333333333334,0
http,coffeesaves.com,com,coffeesaves.com,,,0,198.211.116.250,15,3,15,0,0,1,22,"coffeesaves,com",,2,7.0,0,0,2,11,7.0,0
http,coldzinc.com,com,coldzinc.com,,,0,90.156.201.46,12,3,12,0,0,1,19,"coldzinc,com",,2,5.5,0,0,2,8,5.5,0
http,colourdent.net,net,colourdent.net,,,0,93.89.226.17,14,3,14,0,0,1,21,"colourdent,net",,2,6.5,0,0,2,10,6.5,0
http,comercialtrujillo.es,es,comercialtrujillo.es,,,0,5.57.224.148,20,2,20,0,0,1,27,"comercialtrujillo,es",,2,9.5,0,0,2,17,9.5,0
http,comos.nl,nl,comos.nl,,,0,46.235.44.39,8,2,8,0,0,1,15,"comos,nl",,2,3.5,0,0,2,5,3.5,0
http,computer-06ci6.stream,stream,computer-06ci6.stream,,,0,38.133.143.13,21,6,21,0,0,1,28,"computer-06ci6,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-28df8.stream,stream,computer-28df8.stream,,,0,23.95.82.218,21,6,21,0,0,1,28,"computer-28df8,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-36nj6.stream,stream,computer-36nj6.stream,,,0,23.95.82.218,21,6,21,0,0,1,28,"computer-36nj6,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-42dt2.stream,stream,computer-42dt2.stream,,,0,23.254.147.202,21,6,21,0,0,1,28,"computer-42dt2,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-89bo9.stream,stream,computer-89bo9.stream,,,0,67.205.187.220,21,6,21,0,0,1,28,"computer-89bo9,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-adm24.stream,stream,computer-adm24.stream,,,0,192.254.75.158,21,6,21,0,0,1,28,"computer-adm24,stream",,2,10.0,0,0,2,14,10.0,0
http,computer-qk64.stream,stream,computer-qk64.stream,,,0,192.254.75.158,20,6,20,0,0,1,27,"computer-qk64,stream",,2,9.5,0,0,2,13,9.5,0
http,conbenlkkceeabcf.online,online,conbenlkkceeabcf.online,,,0,208.100.26.251,23,6,23,0,0,1,30,"conbenlkkceeabcf,online",,2,11.0,0,0,2,16,11.0,0
http,confounded.stream,stream,confounded.stream,,,0,167.99.238.58,17,6,17,0,0,1,24,"confounded,stream",,2,8.0,0,0,2,10,8.0,0
http,consideration.com,com,consideration.com,,,0,195.149.84.101,17,3,17,0,0,1,24,"consideration,com",,2,8.0,0,0,2,13,8.0,0
http,contenidospc.com,com,contenidospc.com,,,0,98.124.199.106,16,3,16,0,0,1,23,"contenidospc,com",,2,7.5,0,0,2,12,7.5,0
http,cookeelam.com,com,cookeelam.com,,,0,162.241.132.122,13,3,13,0,0,1,20,"cookeelam,com",,2,6.0,0,0,2,9,6.0,0
http,copperah.review,review,copperah.review,,,0,38.75.137.163,15,6,15,0,0,1,22,"copperah,review",,2,7.0,0,0,2,8,7.0,0
http,corporaciongaia.org,org,corporaciongaia.org,,,0,23.236.62.147,19,3,19,0,0,1,26,"corporaciongaia,org",,2,9.0,0,0,2,15,9.0,0
http,costpercustomer.com,com,costpercustomer.com,,,0,23.236.62.147,19,3,19,0,0,1,26,"costpercustomer,com",,2,9.0,0,0,2,15,9.0,0
http,coxairshow.cimedia.net,net,cimedia.net,,,0,64.210.243.154,22,3,11,0,0,2,29,"coxairshow,cimedia,net",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,cpy-crack.com,com,cpy-crack.com,,,0,104.27.169.159,13,3,13,0,0,1,20,"cpy-crack,com",,2,6.0,0,0,2,9,6.0,0
http,crackinyourlife.pw,pw,crackinyourlife.pw,,,0,193.29.59.118,18,2,18,0,0,1,25,"crackinyourlife,pw",,2,8.5,0,0,2,15,8.5,0
http,crazydreaddisc.com,com,crazydreaddisc.com,,,0,192.185.20.139,18,3,18,0,0,1,25,"crazydreaddisc,com",,2,8.5,0,0,2,14,8.5,0
http,credencialesco.thatwasobvious.me,me,thatwasobvious.me,,,0,192.185.20.139,32,2,17,0,0,2,39,"credencialesco,thatwasobvious,me",,3,10.0,0,0,3,14,10.0,0
http,criminals.host,host,criminals.host,,,0,198.54.117.197,14,4,14,0,0,1,21,"criminals,host",,2,6.5,0,0,2,9,6.5,0
http,critical-35dm5.stream,stream,critical-35dm5.stream,,,0,23.254.147.202,21,6,21,0,0,1,28,"critical-35dm5,stream",,2,10.0,0,0,2,14,10.0,0
http,critical-81bg1.stream,stream,critical-81bg1.stream,,,0,138.68.245.124,21,6,21,0,0,1,28,"critical-81bg1,stream",,2,10.0,0,0,2,14,10.0,0
http,crjui7ke2n.neliver.com,com,neliver.com,,,0,138.68.245.124,22,3,11,0,0,2,29,"crjui7ke2n,neliver,com",,3,6.666666666666667,0,0,3,10,6.666666666666667,0
http,crossfitliftproject.com,com,crossfitliftproject.com,,,0,138.68.245.124,23,3,23,0,0,1,30,"crossfitliftproject,com",,2,11.0,0,0,2,19,11.0,0
http,crux.net.in,net.in,crux.net.in,,,0,142.44.176.44,11,6,11,0,0,2,18,"crux,net,in",,3,3.0,0,0,3,4,3.0,0
http,crywyp.loan,loan,crywyp.loan,,,0,47.91.170.222,11,4,11,0,0,1,18,"crywyp,loan",,2,5.0,0,0,2,6,5.0,0
http,csrtouch-consulting.com,com,csrtouch-consulting.com,,,0,217.70.184.38,23,3,23,0,0,1,30,"csrtouch-consulting,com",,2,11.0,0,0,2,19,11.0,0
http,ctvirtualgolf.com,com,ctvirtualgolf.com,,,0,96.125.164.34,17,3,17,0,0,1,24,"ctvirtualgolf,com",,2,8.0,0,0,2,13,8.0,0
http,cunisoft.com,com,cunisoft.com,,,0,192.254.189.240,12,3,12,0,0,1,19,"cunisoft,com",,2,5.5,0,0,2,8,5.5,0
http,customgownsmaryland.com,com,customgownsmaryland.com,,,0,23.236.62.147,23,3,23,0,0,1,30,"customgownsmaryland,com",,2,11.0,0,0,2,19,11.0,0
http,cvwec.com,com,cvwec.com,,,0,23.236.62.147,9,3,9,0,0,1,16,"cvwec,com",,2,4.0,0,0,2,5,4.0,0
http,cyberabbi.com,com,cyberabbi.com,,,0,76.12.190.85,13,3,13,0,0,1,20,"cyberabbi,com",,2,6.0,0,0,2,9,6.0,0
http,cyprus-realty.info,info,cyprus-realty.info,,,0,136.243.153.225,18,4,18,0,0,1,25,"cyprus-realty,info",,2,8.5,0,0,2,13,8.5,0
http,d.exfriendalert.com,com,exfriendalert.com,,,0,204.11.56.48,19,3,17,0,0,2,26,"d,exfriendalert,com",,3,5.666666666666667,0,0,3,13,5.666666666666667,0
http,d.exfriendalert.com,com,exfriendalert.com,,,0,d1990.agava.net,19,3,17,0,1,2,22,"d,exfriendalert,com",,0,0,0,0,0,0,0,0
http,d.exfriendalert.com,com,exfriendalert.com,,,0,d3s1.me,19,3,17,0,1,1,14,"d,exfriendalert,com",,0,0,0,0,0,0,0,0
http,d.exfriendalert.com,com,exfriendalert.com,,,0,da0174.site,19,3,17,0,1,1,18,"d,exfriendalert,com",,0,0,0,0,0,0,0,0
http,dafengpm.com,com,dafengpm.com,,,0,154.222.91.142,12,3,12,0,0,1,19,"dafengpm,com",,2,5.5,0,0,2,8,5.5,0
http,daleftdownligh.ru,ru,daleftdownligh.ru,,,0,151.80.13.34,17,2,17,0,0,1,24,"daleftdownligh,ru",,2,8.0,0,0,2,14,8.0,0
http,danger-r9kwjmjizpg7kmluax.date,date,danger-r9kwjmjizpg7kmluax.date,,,0,151.80.13.34,30,4,30,0,0,1,37,"danger-r9kwjmjizpg7kmluax,date",,2,14.5,0,0,2,25,14.5,0
http,dar-sana.com,com,dar-sana.com,,,0,51.68.229.3,12,3,12,0,0,1,19,"dar-sana,com",,2,5.5,0,0,2,8,5.5,0
http,darwinaward.com,com,darwinaward.com,,,0,69.172.201.153,15,3,15,0,0,1,22,"darwinaward,com",,2,7.0,0,0,2,11,7.0,0
http,datemyavatarx.com,com,datemyavatarx.com,,,0,108.59.12.99,17,3,17,0,0,1,24,"datemyavatarx,com",,2,8.0,0,0,2,13,8.0,0
http,davidzink.com,com,davidzink.com,,,0,192.232.14.132,13,3,13,0,0,1,20,"davidzink,com",,2,6.0,0,0,2,9,6.0,0
http,davidzink.com,com,davidzink.com,,,0,db0138.site,13,3,13,0,1,1,18,"davidzink,com",,0,0,0,0,0,0,0,0
